                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.42135,                0.37477,                 1.0019,                      1,                 0.8615,                0.94304,                0.71247,                0.95843,                0.58225,                 1.4123,              0.0005051,              0.0005051,              0.0005051
                    153,                0.45369,                0.37423,                 1.0515,                0.95441,                0.91026,                 0.9472,                0.70813,                0.97716,                0.55462,                 1.5048,              0.0004952,              0.0004952,              0.0004952
                    154,                 0.4121,                0.34887,                0.99084,                 0.9086,                0.91304,                0.94085,                0.69327,                0.93791,                0.57929,                 1.4948,              0.0004853,              0.0004853,              0.0004853
                    155,                0.41001,                0.35511,                0.97525,                0.87973,                0.95416,                0.94773,                0.69194,                0.92352,                0.59641,                 1.4928,              0.0004754,              0.0004754,              0.0004754
                    156,                0.39762,                0.35216,                 0.9947,                0.97691,                0.86957,                0.95094,                0.72038,                0.95566,                0.54809,                 1.4878,              0.0004655,              0.0004655,              0.0004655
                    157,                0.42123,                0.35569,                0.99534,                0.98407,                0.86957,                0.95208,                0.71723,                0.93844,                0.53657,                 1.4124,              0.0004556,              0.0004556,              0.0004556
                    158,                 0.4277,                0.37538,                 1.0184,                0.95272,                0.87637,                0.95567,                 0.7063,                0.94364,                0.54212,                 1.4182,              0.0004457,              0.0004457,              0.0004457
                    159,                0.44186,                0.38627,                0.99697,                0.95126,                0.91304,                0.94308,                0.70705,                0.92719,                0.54763,                 1.4156,              0.0004358,              0.0004358,              0.0004358
                    160,                0.37266,                0.34119,                0.96824,                0.95198,                0.91304,                0.94948,                0.71033,                0.93489,                0.53659,                 1.4479,              0.0004259,              0.0004259,              0.0004259
                    161,                0.38785,                0.35093,                0.98292,                0.95174,                0.91304,                0.95159,                0.72254,                0.96813,                0.54532,                 1.4808,               0.000416,               0.000416,               0.000416
                    162,                0.43433,                0.37664,                0.97603,                0.94731,                0.91304,                0.94852,                0.72672,                0.94321,                 0.5494,                 1.4571,              0.0004061,              0.0004061,              0.0004061
                    163,                0.38685,                0.34575,                0.96839,                0.93979,                0.91304,                0.94577,                0.70794,                0.93379,                0.57437,                 1.4565,              0.0003962,              0.0003962,              0.0003962
                    164,                0.39243,                0.37135,                0.97569,                0.93816,                0.91304,                0.94139,                0.70442,                0.95658,                0.57825,                 1.4518,              0.0003863,              0.0003863,              0.0003863
                    165,                0.41587,                0.37027,                0.97245,                0.94462,                0.91304,                0.93888,                0.71989,                0.97924,                0.59942,                 1.4566,              0.0003764,              0.0003764,              0.0003764
                    166,                0.40239,                0.32928,                  0.979,                0.94575,                0.91304,                0.94099,                0.71701,                0.98558,                 0.5846,                 1.4657,              0.0003665,              0.0003665,              0.0003665
                    167,                0.39732,                0.36381,                 0.9867,                0.97125,                0.91304,                  0.952,                0.72606,                0.99373,                0.58302,                 1.4607,              0.0003566,              0.0003566,              0.0003566
                    168,                0.37513,                0.32831,                0.96203,                 0.9836,                0.91304,                0.95836,                0.73103,                 0.9915,                 0.5622,                 1.4308,              0.0003467,              0.0003467,              0.0003467
                    169,                0.39627,                0.34752,                0.97116,                0.95358,                0.91304,                0.95787,                0.73915,                      1,                0.58397,                 1.4254,              0.0003368,              0.0003368,              0.0003368
                    170,                0.40858,                0.39048,                0.99571,                 0.9396,                0.91304,                0.95304,                0.73064,                0.96103,                0.54433,                 1.3997,              0.0003269,              0.0003269,              0.0003269
                    171,                0.37943,                0.34052,                0.95172,                0.98069,                0.91304,                0.95675,                0.75106,                0.93981,                0.53087,                 1.3978,               0.000317,               0.000317,               0.000317
                    172,                0.38193,                0.32487,                 0.9637,                0.97326,                0.91304,                0.95663,                 0.7262,                0.96785,                0.52106,                 1.4613,              0.0003071,              0.0003071,              0.0003071
                    173,                0.38879,                0.33563,                0.98195,                 0.9584,                0.91304,                0.95263,                0.72347,                0.97975,                0.56943,                 1.4816,              0.0002972,              0.0002972,              0.0002972
                    174,                0.37099,                0.33461,                0.96738,                 0.9611,                0.91304,                0.95306,                0.72629,                0.98788,                0.58629,                 1.4919,              0.0002873,              0.0002873,              0.0002873
                    175,                  0.393,                0.34918,                0.95332,                0.95447,                0.91304,                0.94832,                0.72278,                 0.9878,                0.61243,                 1.4904,              0.0002774,              0.0002774,              0.0002774
                    176,                   0.37,                 0.3216,                0.97321,                0.95412,                0.91304,                 0.9445,                0.72076,                0.97559,                0.61858,                 1.4758,              0.0002675,              0.0002675,              0.0002675
                    177,                0.35271,                0.32031,                0.95986,                0.95187,                0.91304,                 0.9314,                0.71664,                0.95523,                0.62388,                 1.4715,              0.0002576,              0.0002576,              0.0002576
                    178,                0.38257,                0.33527,                0.99365,                 0.9514,                0.91304,                 0.9311,                0.71376,                0.94449,                0.63576,                 1.4804,              0.0002477,              0.0002477,              0.0002477
                    179,                0.37668,                0.32538,                0.98982,                0.94939,                0.91304,                 0.9314,                0.72461,                 0.9592,                0.63659,                 1.4997,              0.0002378,              0.0002378,              0.0002378
                    180,                0.34156,                0.29872,                0.94034,                0.95091,                0.91304,                 0.9311,                0.71793,                0.95851,                0.62827,                 1.5029,              0.0002279,              0.0002279,              0.0002279
                    181,                0.37018,                0.32221,                0.97486,                0.95243,                0.91304,                0.94693,                0.72393,                 0.9667,                0.61283,                 1.5185,               0.000218,               0.000218,               0.000218
                    182,                0.34662,                0.31766,                0.94791,                 0.9509,                0.91304,                0.94343,                0.71769,                0.96642,                0.60343,                 1.5142,              0.0002081,              0.0002081,              0.0002081
                    183,                0.39497,                0.33493,                0.97109,                0.95264,                0.91304,                0.94139,                0.71894,                0.97862,                0.61482,                 1.5287,              0.0001982,              0.0001982,              0.0001982
                    184,                0.36909,                0.33359,                0.97504,                0.94882,                0.91304,                 0.9389,                0.70639,                0.98173,                0.61438,                 1.5318,              0.0001883,              0.0001883,              0.0001883
                    185,                0.34146,                0.31782,                0.95673,                0.95102,                0.91304,                0.93987,                 0.7059,                0.97689,                0.60009,                 1.5225,              0.0001784,              0.0001784,              0.0001784
                    186,                0.35161,                0.31589,                 0.9503,                0.95135,                0.91304,                0.92977,                0.69856,                0.97764,                0.58274,                 1.5214,              0.0001685,              0.0001685,              0.0001685
                    187,                0.35968,                0.33197,                0.95181,                0.97882,                0.91304,                0.93205,                0.70032,                0.98228,                0.59667,                 1.5235,              0.0001586,              0.0001586,              0.0001586
                    188,                0.32135,                0.30201,                0.93232,                0.95993,                0.91304,                0.92925,                0.70208,                0.96925,                0.57989,                 1.5173,              0.0001487,              0.0001487,              0.0001487
                    189,                0.32741,                0.30554,                0.93168,                0.95417,                0.91304,                0.93025,                0.71563,                0.94048,                0.58882,                 1.4669,              0.0001388,              0.0001388,              0.0001388
                    190,                0.32402,                0.29275,                 0.9259,                  0.954,                0.91304,                0.93025,                0.71427,                0.92717,                0.59341,                 1.4424,              0.0001289,              0.0001289,              0.0001289
                    191,                 0.4356,                0.42294,                 1.0834,                0.95716,                0.91304,                0.92708,                 0.7055,                 0.9414,                0.57681,                 1.5174,               0.000119,               0.000119,               0.000119
                    192,                0.43058,                0.40629,                  1.071,                 0.9663,                0.91304,                0.92711,                0.69045,                0.96139,                0.62136,                 1.5555,              0.0001091,              0.0001091,              0.0001091
                    193,                 0.4109,                 0.3852,                 1.0805,                0.97278,                0.91304,                0.92083,                0.68641,                0.97438,                  0.632,                 1.5725,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.39312,                0.32716,                 1.0099,                0.97775,                0.91304,                0.91997,                0.68015,                0.99622,                 0.6468,                 1.5776,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.39535,                0.34351,                 1.0475,                0.98065,                0.91304,                 0.9192,                 0.6819,                 0.9987,                0.64208,                 1.5858,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.38111,                0.33594,                0.96289,                0.98362,                0.91304,                0.91895,                 0.6935,                0.99988,                 0.6196,                 1.5869,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.39776,                 0.3332,                 1.0048,                0.98258,                0.91304,                0.91888,                0.69441,                 0.9998,                0.60718,                 1.5884,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.38486,                0.33444,                 1.0182,                0.98303,                0.91304,                0.91893,                 0.6968,                 1.0001,                0.60443,                 1.5831,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.39718,                0.34273,                0.99819,                0.98295,                0.91304,                  0.922,                0.69193,                 0.9924,                0.58986,                 1.5636,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                0.38586,                0.33397,                  1.031,                0.98571,                0.91304,                0.92238,                0.69341,                0.99626,                0.60455,                 1.5528,               2.99e-05,               2.99e-05,               2.99e-05
                      1,                 1.2598,                 2.1304,                 1.6755,                0.67117,                0.34783,                0.59032,                0.23617,                 1.5829,                 3.1476,                 1.9701,             0.00065517,             0.00065517,             0.00065517
                      2,                 1.1884,                  1.714,                 1.6091,                 0.7929,                0.65217,                0.76587,                0.38582,                 1.5839,                 2.9038,                   1.92,              0.0013153,              0.0013153,              0.0013153
                      3,                 1.2171,                 1.5897,                 1.6032,                0.73898,                0.56522,                0.58507,                0.26897,                 1.6456,                 2.5131,                 2.0059,              0.0019688,              0.0019688,              0.0019688
                      4,                 1.1703,                 1.3903,                 1.5691,                0.86056,                 0.6087,                0.80368,                0.41336,                  1.639,                 2.3338,                 2.1427,              0.0019703,              0.0019703,              0.0019703
                      5,                 1.1207,                 1.2354,                 1.5182,                0.70893,                0.65217,                 0.6757,                0.33694,                  1.742,                 1.6076,                 2.0882,              0.0019604,              0.0019604,              0.0019604
                      6,                 1.1434,                 1.2053,                 1.5204,                0.83625,                0.66663,                0.80805,                0.44759,                 1.4206,                 1.4694,                 1.8674,              0.0019505,              0.0019505,              0.0019505
                      7,                  1.096,                  1.076,                 1.4901,                0.79626,                 0.6087,                0.67481,                0.40638,                 1.5424,                 1.3727,                 2.1073,              0.0019406,              0.0019406,              0.0019406
                      8,                 1.0297,                 1.0462,                 1.4431,                0.65819,                0.69565,                0.70462,                0.31579,                 1.6355,                 1.6644,                 1.9255,              0.0019307,              0.0019307,              0.0019307
                      9,                 1.0452,                0.98424,                 1.4583,                0.78094,                0.77525,                0.79472,                0.45386,                 1.4907,                 1.2357,                  1.869,              0.0019208,              0.0019208,              0.0019208
                     10,                0.96237,                0.87979,                 1.3776,                0.84029,                0.73913,                 0.7942,                0.45503,                  1.438,                 1.1957,                 1.9011,              0.0019109,              0.0019109,              0.0019109
                     11,                0.94964,                0.87291,                 1.3651,                0.89471,                0.73892,                0.85399,                0.45845,                 1.7327,                0.99832,                 2.2042,               0.001901,               0.001901,               0.001901
                     12,                 0.9523,                0.85148,                 1.3615,                0.93725,                0.64957,                0.78951,                0.42866,                 1.6179,                 1.0401,                  2.078,              0.0018911,              0.0018911,              0.0018911
                     13,                0.91666,                 0.8303,                 1.3685,                0.86883,                0.78261,                0.91651,                0.53393,                 1.4983,                 1.1683,                 1.8003,              0.0018812,              0.0018812,              0.0018812
                     14,                0.89567,                0.77855,                 1.3372,                0.94662,                0.77142,                0.88059,                0.43359,                 1.6151,                 1.0344,                 1.9861,              0.0018713,              0.0018713,              0.0018713
                     15,                0.87974,                0.78296,                 1.3288,                0.88688,                0.78261,                0.86001,                0.49467,                 1.3787,                0.99161,                 1.7838,              0.0018614,              0.0018614,              0.0018614
                     16,                0.86402,                0.75372,                 1.2991,                0.88251,                0.73913,                0.87804,                0.51521,                 1.4744,                 1.0092,                 1.8641,              0.0018515,              0.0018515,              0.0018515
                     17,                0.89507,                0.77525,                 1.3276,                 0.7427,                 0.6087,                 0.7853,                0.49562,                  1.348,                 1.1736,                 1.7696,              0.0018416,              0.0018416,              0.0018416
                     18,                0.88636,                0.74676,                 1.3262,                0.86698,                0.86957,                0.89947,                0.52662,                 1.3764,                0.94022,                 1.7874,              0.0018317,              0.0018317,              0.0018317
                     19,                0.81903,                 0.7118,                 1.2803,                0.87735,                0.82609,                0.92286,                0.48001,                  1.462,                  1.009,                 1.7593,              0.0018218,              0.0018218,              0.0018218
                     20,                0.80378,                0.71135,                  1.253,                0.68437,                0.75456,                0.78764,                0.44096,                 1.4099,                 1.1424,                 1.7516,              0.0018119,              0.0018119,              0.0018119
                     21,                0.81166,                0.68798,                 1.2566,                0.79531,                0.65217,                0.75693,                0.52802,                 1.2425,                0.99571,                 1.5361,               0.001802,               0.001802,               0.001802
                     22,                0.78995,                0.65006,                 1.2622,                      1,                0.85889,                0.92895,                0.56963,                 1.3902,                0.91756,                 1.7445,              0.0017921,              0.0017921,              0.0017921
                     23,                0.75437,                0.64991,                 1.2397,                0.94021,                0.86957,                0.91005,                0.64741,                 1.1728,                0.74361,                 1.5072,              0.0017822,              0.0017822,              0.0017822
                     24,                0.73578,                0.63674,                 1.2091,                0.94032,                0.73913,                0.89001,                0.61035,                 1.1764,                0.81143,                 1.6367,              0.0017723,              0.0017723,              0.0017723
                     25,                0.72979,                0.62463,                 1.2076,                0.88998,                0.78261,                0.85374,                0.47689,                  1.574,                0.95485,                 2.0126,              0.0017624,              0.0017624,              0.0017624
                     26,                 0.7356,                0.61017,                  1.214,                0.83889,                0.65217,                0.83769,                0.55083,                 1.2965,                0.86423,                  1.679,              0.0017525,              0.0017525,              0.0017525
                     27,                0.70698,                0.60952,                 1.2082,                0.76867,                0.86694,                0.87355,                0.55396,                 1.2372,                0.97217,                 1.6697,              0.0017426,              0.0017426,              0.0017426
                     28,                0.74532,                 0.6113,                 1.2131,                0.79362,                0.86957,                0.90242,                0.57691,                 1.3816,                0.89609,                  1.752,              0.0017327,              0.0017327,              0.0017327
                     29,                0.69748,                0.58821,                 1.1908,                0.89892,                0.77371,                0.90494,                0.57543,                 1.2918,                0.81665,                  1.607,              0.0017228,              0.0017228,              0.0017228
                     30,                0.67849,                0.56043,                 1.1894,                0.76822,                0.82609,                0.87167,                0.55583,                 1.3374,                 0.8765,                 1.6913,              0.0017129,              0.0017129,              0.0017129
                     31,                0.69997,                0.57498,                 1.2011,                0.80392,                 0.8917,                0.91353,                0.55016,                 1.3222,                0.81144,                 1.7556,               0.001703,               0.001703,               0.001703
                     32,                 0.6814,                0.55859,                 1.1764,                      1,                0.80475,                0.91498,                0.61273,                 1.2568,                0.92203,                 1.6221,              0.0016931,              0.0016931,              0.0016931
                     33,                0.69537,                0.57028,                 1.1788,                0.76824,                0.86957,                0.87303,                0.59028,                 1.2464,                 1.1055,                  1.639,              0.0016832,              0.0016832,              0.0016832
                     34,                0.68292,                0.55248,                 1.1764,                0.88796,                0.86957,                0.92641,                0.62574,                 1.1947,                0.79845,                  1.643,              0.0016733,              0.0016733,              0.0016733
                     35,                0.67085,                0.53612,                 1.1684,                0.94605,                0.82609,                0.90932,                0.57941,                 1.3102,                0.84356,                 1.6823,              0.0016634,              0.0016634,              0.0016634
                     36,                0.64725,                0.52279,                 1.1466,                0.82666,                0.86957,                0.90827,                0.63526,                 1.1085,                0.72121,                 1.5291,              0.0016535,              0.0016535,              0.0016535
                     37,                 0.6531,                0.52774,                 1.1495,                0.81538,                0.82609,                0.83112,                0.57992,                 1.1231,                0.80928,                 1.5023,              0.0016436,              0.0016436,              0.0016436
                     38,                0.65961,                0.53936,                 1.1564,                 0.9125,                0.90708,                0.89741,                0.58968,                 1.2337,                0.74654,                 1.5886,              0.0016337,              0.0016337,              0.0016337
                     39,                0.64991,                0.51772,                 1.1545,                0.76361,                0.98348,                0.93127,                0.59852,                  1.166,                0.65003,                 1.6476,              0.0016238,              0.0016238,              0.0016238
                     40,                0.62514,                0.50522,                 1.1263,                0.90409,                0.81998,                0.89195,                 0.6049,                 1.1758,                0.75304,                 1.6368,              0.0016139,              0.0016139,              0.0016139
                     41,                0.61367,                0.50997,                  1.133,                0.88112,                0.82609,                0.90887,                0.58046,                 1.3355,                0.78914,                 1.7181,               0.001604,               0.001604,               0.001604
                     42,                0.61508,                0.50911,                 1.1215,                0.78944,                0.86957,                0.92872,                0.61058,                 1.1941,                0.75721,                 1.5119,              0.0015941,              0.0015941,              0.0015941
                     43,                0.62035,                0.51124,                 1.1464,                0.92829,                0.73913,                0.89328,                0.52841,                 1.5273,                0.91716,                 2.0043,              0.0015842,              0.0015842,              0.0015842
                     44,                0.61863,                0.49992,                 1.1358,                0.87845,                0.94303,                0.94219,                0.60038,                 1.2504,                0.74956,                 1.6321,              0.0015743,              0.0015743,              0.0015743
                     45,                0.60996,                0.49499,                  1.124,                0.88237,                0.78261,                0.85398,                0.51813,                 1.4217,                0.86078,                 1.7873,              0.0015644,              0.0015644,              0.0015644
                     46,                0.61488,                0.49343,                 1.1178,                0.78958,                0.81608,                0.87975,                 0.5761,                 1.2358,                0.82147,                 1.6177,              0.0015545,              0.0015545,              0.0015545
                     47,                 0.6328,                0.48946,                 1.1436,                0.96276,                0.86957,                0.94041,                0.62708,                 1.3957,                0.75126,                 1.8103,              0.0015446,              0.0015446,              0.0015446
                     48,                0.62161,                0.48286,                 1.1352,                0.99254,                0.91304,                0.97024,                0.62604,                 1.2991,                0.62125,                 1.7516,              0.0015347,              0.0015347,              0.0015347
                     49,                0.61127,                0.48558,                 1.1371,                 0.7997,                0.91304,                0.93846,                0.64172,                 1.1362,                0.73853,                 1.4815,              0.0015248,              0.0015248,              0.0015248
                     50,                0.58012,                0.46884,                 1.1129,                0.85333,                0.86957,                0.93132,                0.63519,                 1.1775,                 0.6569,                 1.5781,              0.0015149,              0.0015149,              0.0015149
                     51,                0.59887,                0.49731,                 1.1196,                0.75574,                0.94199,                0.93467,                0.58149,                 1.3053,                0.74651,                 1.7002,               0.001505,               0.001505,               0.001505
                     52,                0.59954,                0.48664,                 1.1133,                0.88754,                0.82609,                0.90532,                0.55806,                 1.2652,                0.80525,                 1.7548,              0.0014951,              0.0014951,              0.0014951
                     53,                0.59429,                0.46548,                 1.1085,                0.90409,                0.81995,                0.91511,                0.63966,                 1.2396,                0.70248,                 1.6272,              0.0014852,              0.0014852,              0.0014852
                     54,                0.57426,                0.44944,                 1.0919,                0.76609,                0.86957,                0.86312,                0.58243,                 1.3187,                0.87603,                 1.7434,              0.0014753,              0.0014753,              0.0014753
                     55,                0.54761,                0.43653,                 1.0869,                0.92757,                0.86957,                0.89104,                0.64423,                 1.1246,                0.76114,                 1.4705,              0.0014654,              0.0014654,              0.0014654
                     56,                0.57686,                0.44561,                 1.1006,                 0.9072,                0.91304,                0.91856,                0.58021,                 1.2763,                0.77571,                 1.6877,              0.0014555,              0.0014555,              0.0014555
                     57,                0.55636,                0.44536,                 1.0794,                0.91056,                0.91304,                0.93716,                0.66773,                  1.194,                0.66838,                 1.5532,              0.0014456,              0.0014456,              0.0014456
                     58,                0.55811,                0.44325,                 1.1005,                0.90439,                0.82274,                0.94774,                0.63218,                 1.2366,                0.66505,                 1.6232,              0.0014357,              0.0014357,              0.0014357
                     59,                0.56389,                0.45298,                 1.0885,                 0.9485,                0.86957,                0.94002,                0.63253,                 1.1257,                0.76433,                 1.5107,              0.0014258,              0.0014258,              0.0014258
                     60,                0.55346,                0.43928,                 1.0912,                0.94297,                0.91304,                0.96506,                0.62817,                 1.1938,                0.72074,                  1.577,              0.0014159,              0.0014159,              0.0014159
                     61,                0.52968,                0.42013,                 1.0716,                0.86833,                0.91304,                0.88672,                0.60869,                  1.203,                0.82864,                 1.5184,               0.001406,               0.001406,               0.001406
                     62,                0.53682,                 0.4203,                 1.0626,                0.76259,                0.78261,                0.87071,                0.57717,                 1.2924,                 1.0251,                 1.6601,              0.0013961,              0.0013961,              0.0013961
                     63,                 0.5158,                0.40649,                  1.055,                0.86162,                0.86957,                0.92472,                0.63829,                 1.1864,                0.68406,                 1.6186,              0.0013862,              0.0013862,              0.0013862
                     64,                0.53439,                0.42703,                 1.0662,                0.90905,                0.86912,                0.91924,                0.65112,                 1.2054,                0.72283,                 1.6504,              0.0013763,              0.0013763,              0.0013763
                     65,                0.52089,                0.41855,                 1.0695,                0.90778,                 0.8564,                0.89587,                0.59628,                 1.2062,                0.84896,                 1.5346,              0.0013664,              0.0013664,              0.0013664
                     66,                0.51744,                0.41043,                 1.0623,                0.82824,                0.86957,                 0.8842,                0.59471,                 1.1203,                0.82923,                 1.5071,              0.0013565,              0.0013565,              0.0013565
                     67,                0.52564,                0.41745,                 1.0608,                0.83996,                0.91277,                0.90415,                0.63764,                 1.1323,                0.69498,                 1.5745,              0.0013466,              0.0013466,              0.0013466
                     68,                0.51704,                0.41047,                 1.0628,                0.91252,                0.90727,                0.93851,                0.62564,                 1.1895,                 0.7539,                 1.5845,              0.0013367,              0.0013367,              0.0013367
                     69,                0.52665,                0.40929,                 1.0683,                0.91273,                0.90957,                 0.8908,                 0.5818,                 1.2166,                0.69556,                 1.6149,              0.0013268,              0.0013268,              0.0013268
                     70,                0.51206,                0.38551,                 1.0608,                0.83257,                0.86499,                0.92596,                0.61814,                 1.1886,                0.69357,                  1.507,              0.0013169,              0.0013169,              0.0013169
                     71,                 0.5045,                0.40782,                 1.0651,                0.90373,                0.81669,                0.88468,                0.55993,                 1.3315,                0.86296,                 1.8042,               0.001307,               0.001307,               0.001307
                     72,                0.50269,                0.38848,                  1.051,                0.90267,                0.91304,                0.88994,                0.62152,                 1.1555,                0.75124,                 1.5436,              0.0012971,              0.0012971,              0.0012971
                     73,                0.51235,                0.40737,                 1.0708,                0.80206,                0.91304,                0.85486,                0.59381,                 1.1391,                0.65538,                 1.5024,              0.0012872,              0.0012872,              0.0012872
                     74,                0.51965,                 0.4172,                 1.0628,                0.86018,                0.91304,                0.89877,                0.67216,                 1.1185,                0.70201,                 1.5102,              0.0012773,              0.0012773,              0.0012773
                     75,                 0.5104,                0.40483,                  1.046,                0.79742,                0.91304,                0.88415,                0.60768,                 1.1696,                0.86103,                 1.5683,              0.0012674,              0.0012674,              0.0012674
                     76,                 0.4855,                0.38485,                 1.0357,                0.80685,                0.90829,                0.94387,                0.62706,                 1.1819,                0.66902,                 1.5932,              0.0012575,              0.0012575,              0.0012575
                     77,                0.50424,                0.38925,                 1.0461,                0.94991,                0.82458,                0.92031,                0.60693,                 1.2413,                0.71758,                 1.6237,              0.0012476,              0.0012476,              0.0012476
                     78,                0.49247,                0.38847,                 1.0336,                0.80693,                0.95652,                0.92144,                0.63479,                 1.1608,                0.65247,                 1.4968,              0.0012377,              0.0012377,              0.0012377
                     79,                0.48078,                0.37827,                 1.0388,                0.93845,                0.82609,                0.91431,                0.64683,                 1.1481,                0.59004,                 1.4614,              0.0012278,              0.0012278,              0.0012278
                     80,                0.47505,                0.36824,                  1.044,                0.81316,                0.94641,                0.93162,                0.68332,                 1.0833,                0.59063,                 1.3657,              0.0012179,              0.0012179,              0.0012179
                     81,                0.47905,                0.36927,                 1.0485,                0.89966,                0.91304,                0.94927,                0.67132,                 1.0637,                0.58241,                 1.3794,               0.001208,               0.001208,               0.001208
                     82,                0.47839,                0.37299,                 1.0284,                 0.8533,                0.82609,                0.91696,                0.65794,                 1.1243,                0.77066,                 1.4571,              0.0011981,              0.0011981,              0.0011981
                     83,                0.46638,                0.37476,                 1.0239,                0.86575,                0.86957,                0.95465,                0.66432,                 1.1071,                 0.6593,                 1.4202,              0.0011882,              0.0011882,              0.0011882
                     84,                0.46262,                0.35523,                 1.0249,                0.90767,                0.85532,                0.92677,                0.67679,                 1.0931,                 0.6262,                 1.4171,              0.0011783,              0.0011783,              0.0011783
                     85,                0.44579,                0.35823,                 1.0094,                0.90796,                0.85822,                0.92731,                0.67367,                 1.0816,                0.66666,                 1.4038,              0.0011684,              0.0011684,              0.0011684
                     86,                0.48693,                 0.3834,                 1.0463,                 0.9545,                 0.9122,                0.96431,                0.69546,                 1.0613,                0.56633,                 1.4458,              0.0011585,              0.0011585,              0.0011585
                     87,                0.44236,                0.35237,                 1.0127,                0.87162,                0.91304,                0.95458,                0.67101,                 1.1094,                0.66313,                 1.5126,              0.0011486,              0.0011486,              0.0011486
                     88,                0.43133,                0.34398,                 1.0008,                0.89221,                0.91304,                0.94504,                0.66316,                 1.1576,                0.61814,                 1.4905,              0.0011387,              0.0011387,              0.0011387
                     89,                0.45083,                0.35877,                 1.0169,                0.87963,                0.95333,                0.97029,                0.70725,                 1.0297,                0.51633,                 1.3793,              0.0011288,              0.0011288,              0.0011288
                     90,                0.44406,                0.35613,                 1.0145,                0.87485,                0.91184,                0.92315,                0.68282,                 1.0996,                0.65108,                 1.3929,              0.0011189,              0.0011189,              0.0011189
                     91,                0.45984,                0.35805,                 1.0301,                0.88645,                0.82609,                0.87554,                0.65607,                 1.1222,                0.80271,                  1.502,               0.001109,               0.001109,               0.001109
                     92,                0.46617,                0.34562,                 1.0309,                0.83486,                0.91304,                0.90008,                0.69918,                  1.005,                 0.6775,                 1.4123,              0.0010991,              0.0010991,              0.0010991
                     93,                0.45263,                0.35626,                 1.0258,                0.90436,                0.86957,                0.93153,                0.64549,                 1.1828,                0.68964,                 1.6308,              0.0010892,              0.0010892,              0.0010892
                     94,                0.43402,                0.33904,                 1.0035,                0.91217,                0.90346,                0.91069,                0.65507,                 1.0491,                0.65128,                  1.458,              0.0010793,              0.0010793,              0.0010793
                     95,                 0.4321,                 0.3418,                0.99825,                0.86566,                0.86957,                0.89879,                0.64916,                 1.0791,                0.74521,                  1.476,              0.0010694,              0.0010694,              0.0010694
                     96,                0.43025,                 0.3479,                 1.0206,                 0.8085,                0.95652,                  0.932,                0.66828,                 1.1038,                0.69232,                 1.5097,              0.0010595,              0.0010595,              0.0010595
                     97,                0.42744,                0.33246,                 1.0047,                0.94677,                0.91304,                0.94751,                0.60854,                 1.1487,                0.76611,                 1.5443,              0.0010496,              0.0010496,              0.0010496
                     98,                0.43079,                0.33664,                 1.0032,                0.89778,                0.91304,                0.92948,                 0.6564,                 1.0969,                0.62061,                 1.5388,              0.0010397,              0.0010397,              0.0010397
                     99,                0.42283,                0.34757,                0.99867,                0.86785,                0.85701,                0.90512,                0.63617,                 1.1321,                0.68315,                 1.5834,              0.0010298,              0.0010298,              0.0010298
                    100,                0.42024,                 0.3254,                0.99497,                 0.8747,                0.91068,                0.92298,                0.65524,                 1.1512,                0.69974,                 1.5315,              0.0010199,              0.0010199,              0.0010199
                    101,                  0.434,                0.33463,                 1.0065,                0.86856,                0.91304,                0.92531,                0.64237,                 1.1793,                0.67171,                 1.5765,                0.00101,                0.00101,                0.00101
                    102,                 0.4073,                0.32189,                0.98524,                0.86636,                0.91304,                0.93333,                0.67247,                  1.146,                0.66543,                 1.5463,              0.0010001,              0.0010001,              0.0010001
                    103,                0.42245,                0.32948,                0.99106,                 0.9342,                0.91304,                0.95193,                0.69988,                 1.0947,                 0.6511,                 1.5326,              0.0009902,              0.0009902,              0.0009902
                    104,                0.38664,                0.30628,                0.96957,                0.89569,                0.91304,                 0.9373,                0.66056,                 1.1311,                0.68254,                 1.5332,              0.0009803,              0.0009803,              0.0009803
                    105,                0.39316,                0.32307,                0.97782,                0.94117,                0.86957,                0.94118,                0.61733,                 1.1586,                0.67753,                 1.5673,              0.0009704,              0.0009704,              0.0009704
                    106,                0.40897,                0.31745,                0.98172,                0.83179,                0.91304,                 0.9191,                0.64571,                 1.1647,                0.69899,                 1.5509,              0.0009605,              0.0009605,              0.0009605
                    107,                 0.4048,                0.32307,                0.98474,                0.88858,                0.91304,                0.93399,                0.65308,                 1.1301,                0.66565,                 1.5041,              0.0009506,              0.0009506,              0.0009506
                    108,                0.41484,                0.33024,                0.98851,                0.91104,                0.89097,                0.89358,                0.60986,                  1.214,                0.72891,                 1.5616,              0.0009407,              0.0009407,              0.0009407
